id,title,price,rating,availability,category,link,image
107,"Fruits Basket, Vol. 9 (Fruits Basket #9)",Â£33.95,Four,In stock,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-9-fruits-basket-9_563/index.html,https://books.toscrape.com/media/cache/7c/ea/7cea6ff4f6f1427739b136db35fbfad4.jpg
108,Roller Girl,Â£14.10,Five,In stock,Sequential Art,https://books.toscrape.com/catalogue/roller-girl_540/index.html,https://books.toscrape.com/media/cache/b8/bd/b8bd3e5bc547c7c851689a844c9db429.jpg
109,"Fruits Basket, Vol. 7 (Fruits Basket #7)",Â£19.57,One,In stock,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,https://books.toscrape.com/media/cache/b4/36/b43672509477baa090e57ebeacbb28fb.jpg
110,"Fruits Basket, Vol. 6 (Fruits Basket #6)",Â£20.96,Four,In stock,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html,https://books.toscrape.com/media/cache/94/1a/941a14dec32f0a949c38a325a715c138.jpg
111,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",Â£36.39,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html,https://books.toscrape.com/media/cache/07/5c/075c210f5ce43b84d29646a54529d1bd.jpg
112,"Fruits Basket, Vol. 5 (Fruits Basket #5)",Â£16.33,One,In stock,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-5-fruits-basket-5_376/index.html,https://books.toscrape.com/media/cache/51/cf/51cf19c74f21a7043910615fefcf0847.jpg
113,"Death Note, Vol. 5: Whiteout (Death Note #5)",Â£52.41,One,In stock,Sequential Art,https://books.toscrape.com/catalogue/death-note-vol-5-whiteout-death-note-5_368/index.html,https://books.toscrape.com/media/cache/4e/c1/4ec161cc09ee437c9eda6d437d232a11.jpg
114,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",Â£27.88,Two,In stock,Sequential Art,https://books.toscrape.com/catalogue/the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,https://books.toscrape.com/media/cache/47/71/477173fe3000a6da4b241c2e71a21418.jpg
115,"Fruits Basket, Vol. 4 (Fruits Basket #4)",Â£50.44,Four,In stock,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-4-fruits-basket-4_321/index.html,https://books.toscrape.com/media/cache/38/79/38794d8729a111018260d931e7101de2.jpg
116,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",Â£14.41,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,https://books.toscrape.com/media/cache/ee/ed/eeeddf8af9e6cc8c7f71c0e41de1b562.jpg
117,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",Â£55.55,Five,In stock,Sequential Art,https://books.toscrape.com/catalogue/the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,https://books.toscrape.com/media/cache/bb/18/bb1845c22faea465cad3d556d22936a2.jpg
118,"Saga, Volume 3 (Saga (Collected Editions) #3)",Â£21.57,Five,In stock,Sequential Art,https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html,https://books.toscrape.com/media/cache/d8/fd/d8fd30b3e5781e880a3efe4c9495b417.jpg
119,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),Â£43.63,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,https://books.toscrape.com/media/cache/c9/a5/c9a559e3ba407c1d70ebfc4e2f0d82db.jpg
120,Persepolis: The Story of a Childhood (Persepolis #1-2),Â£39.13,One,In stock,Sequential Art,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,https://books.toscrape.com/media/cache/14/98/14987a55d9609e706d2619814e2a8b0a.jpg
121,Original Fake,Â£31.45,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/original-fake_203/index.html,https://books.toscrape.com/media/cache/e7/29/e72934871f9b42a807d976670a446e12.jpg
122,"Grayson, Vol 3: Nemesis (Grayson #3)",Â£42.72,One,In stock,Sequential Art,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,https://books.toscrape.com/media/cache/f9/4c/f94cfc3c82abb799568d1ea029b1d3d1.jpg
123,"Fruits Basket, Vol. 3 (Fruits Basket #3)",Â£45.17,Two,In stock,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,https://books.toscrape.com/media/cache/7b/e7/7be75475a916d6df4edebfc5fe36c3f9.jpg
124,"Black Butler, Vol. 1 (Black Butler #1)",Â£49.31,One,In stock,Sequential Art,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,https://books.toscrape.com/media/cache/99/48/9948564dec3ac2f9e32419911b181e37.jpg
125,Awkward,Â£38.02,Two,In stock,Sequential Art,https://books.toscrape.com/catalogue/awkward_124/index.html,https://books.toscrape.com/media/cache/41/72/417255e608c389aedfb68491dae92c9c.jpg
126,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",Â£54.81,One,In stock,Sequential Art,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,https://books.toscrape.com/media/cache/e3/ae/e3ae48fe07d77611b49b5b78d99418ae.jpg
127,"Saga, Volume 2 (Saga (Collected Editions) #2)",Â£11.75,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,https://books.toscrape.com/media/cache/1a/eb/1aeb5d30809ad96d7c323228a2bd23d3.jpg
128,"Fruits Basket, Vol. 2 (Fruits Basket #2)",Â£11.64,Five,In stock,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,https://books.toscrape.com/media/cache/e9/fb/e9fb3236b73384253144f89b6eec6a68.jpg
129,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",Â£18.51,Four,In stock,Sequential Art,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,https://books.toscrape.com/media/cache/ae/16/ae169bb5ae814e0fb900cdf9e99332a7.jpg
130,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",Â£36.52,Two,In stock,Sequential Art,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,https://books.toscrape.com/media/cache/64/75/64752f8cdae54b164fb81bfd81accd55.jpg
131,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",Â£54.12,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,https://books.toscrape.com/media/cache/56/ea/56eac75378feb4cab0dcb9d2101cf58b.jpg
132,The Complete Maus (Maus #1-2),Â£10.64,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html,https://books.toscrape.com/media/cache/a6/f8/a6f889e0ba02be31875d3a324090ef5e.jpg
133,"Skip Beat!, Vol. 01 (Skip Beat! #1)",Â£42.12,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html,https://books.toscrape.com/media/cache/6c/60/6c607509837e2b362ffd7c0e15e7b1f9.jpg
134,"Saga, Volume 1 (Saga (Collected Editions) #1)",Â£28.48,One,In stock,Sequential Art,https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html,https://books.toscrape.com/media/cache/c6/ca/c6cab3f679acb45fd2eba092ec9f6a2a.jpg
135,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",Â£46.96,Five,In stock,Sequential Art,https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,https://books.toscrape.com/media/cache/0d/22/0d22f9ee696b7443d1573e7752645c6d.jpg
136,"Paper Girls, Vol. 1 (Paper Girls #1-5)",Â£21.71,Four,In stock,Sequential Art,https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html,https://books.toscrape.com/media/cache/87/2b/872ba3b06a97e6662770bc2152595b84.jpg
137,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",Â£29.87,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,https://books.toscrape.com/media/cache/d5/c5/d5c5a6ebf05b68bee78a38a8ea62305d.jpg
138,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",Â£39.39,Four,In stock,Sequential Art,https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,https://books.toscrape.com/media/cache/f4/96/f496db4d78639e233978ae2bee021752.jpg
139,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",Â£45.24,Three,In stock,Sequential Art,https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,https://books.toscrape.com/media/cache/16/46/16460146a1a8b99c82da027368383ade.jpg
140,"Giant Days, Vol. 1 (Giant Days #1-4)",Â£56.76,Four,In stock,Sequential Art,https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html,https://books.toscrape.com/media/cache/35/0b/350b1224dc46533851d5a34134e44842.jpg
141,"Fruits Basket, Vol. 1 (Fruits Basket #1)",Â£40.28,Five,In stock,Sequential Art,https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html,https://books.toscrape.com/media/cache/7c/c1/7cc13a8fb238202250e87843c1a62f94.jpg
142,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",Â£34.65,Five,In stock,Sequential Art,https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,https://books.toscrape.com/media/cache/a8/38/a8383903c98af18b898b9d70d5be2c16.jpg
143,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",Â£57.06,Four,In stock,Sequential Art,https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,https://books.toscrape.com/media/cache/09/7c/097cb5ecc6fb3fbe1690cf0cbdea4ac5.jpg
144,The Secret Garden,Â£15.08,Four,In stock,Classics,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html,https://books.toscrape.com/media/cache/c5/46/c5465a06182ed6ebfa40d049258a2f58.jpg
145,The Metamorphosis,Â£28.58,One,In stock,Classics,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html,https://books.toscrape.com/media/cache/4a/1b/4a1b6e9c1af75db0dc34ae63344f6883.jpg
146,The Pilgrim's Progress,Â£50.26,Two,In stock,Classics,https://books.toscrape.com/catalogue/the-pilgrims-progress_353/index.html,https://books.toscrape.com/media/cache/45/bb/45bb59d19eb3aa868293d44809078418.jpg
147,The Hound of the Baskervilles (Sherlock Holmes #5),Â£14.82,Two,In stock,Classics,https://books.toscrape.com/catalogue/the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,https://books.toscrape.com/media/cache/1f/b0/1fb03cdabe6001c8a2620f65e025cbd5.jpg
148,Little Women (Little Women #1),Â£28.07,Four,In stock,Classics,https://books.toscrape.com/catalogue/little-women-little-women-1_331/index.html,https://books.toscrape.com/media/cache/81/f5/81f559ebe403317226fa8b611e35ce8a.jpg
149,Gone with the Wind,Â£32.49,Three,In stock,Classics,https://books.toscrape.com/catalogue/gone-with-the-wind_324/index.html,https://books.toscrape.com/media/cache/27/82/2782701b5c877cb063065b9fc14c5b13.jpg
150,Candide,Â£58.63,Three,In stock,Classics,https://books.toscrape.com/catalogue/candide_316/index.html,https://books.toscrape.com/media/cache/e3/c4/e3c4aba2409bb769a6488805e3fc4709.jpg
151,Animal Farm,Â£57.22,Three,In stock,Classics,https://books.toscrape.com/catalogue/animal-farm_313/index.html,https://books.toscrape.com/media/cache/10/db/10db56354b4550d92270c6f097d9bebc.jpg
152,Wuthering Heights,Â£17.73,Three,In stock,Classics,https://books.toscrape.com/catalogue/wuthering-heights_307/index.html,https://books.toscrape.com/media/cache/93/4e/934e966c1ddf559d3ac2b5c1407aaf1e.jpg
153,The Picture of Dorian Gray,Â£29.70,Two,In stock,Classics,https://books.toscrape.com/catalogue/the-picture-of-dorian-gray_270/index.html,https://books.toscrape.com/media/cache/a6/72/a67245346daa38c2b23a4fc64c6e7115.jpg
154,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),Â£26.78,Four,In stock,Classics,https://books.toscrape.com/catalogue/the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,https://books.toscrape.com/media/cache/42/c4/42c48f11b7e70a0f76c5ba9cb5c5018a.jpg
155,Beowulf,Â£38.35,Two,In stock,Classics,https://books.toscrape.com/catalogue/beowulf_126/index.html,https://books.toscrape.com/media/cache/dd/6e/dd6e7b84e99f3b4b5655ea0db74af2b4.jpg
156,And Then There Were None,Â£35.01,Two,In stock,Classics,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,https://books.toscrape.com/media/cache/21/bf/21bf2eb0bff3134837def8bd40845ba0.jpg
157,The Story of Hong Gildong,Â£43.19,Four,In stock,Classics,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,https://books.toscrape.com/media/cache/ab/16/ab16eb035cc58809a73c4699477de9cb.jpg
158,The Little Prince,Â£45.42,Two,In stock,Classics,https://books.toscrape.com/catalogue/the-little-prince_72/index.html,https://books.toscrape.com/media/cache/c0/78/c078355608dd81c7c5e4f5e1c5f73d23.jpg
159,Sense and Sensibility,Â£37.46,One,In stock,Classics,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,https://books.toscrape.com/media/cache/7d/53/7d53e2264b9647ee307259be9f73585d.jpg
160,Of Mice and Men,Â£47.11,Two,In stock,Classics,https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html,https://books.toscrape.com/media/cache/0f/ca/0fca4597765ffacdb7bd529fc5eb88fa.jpg
161,Emma,Â£32.93,Two,In stock,Classics,https://books.toscrape.com/catalogue/emma_17/index.html,https://books.toscrape.com/media/cache/09/63/09638baaef52f03827c215029c632a13.jpg
162,Alice in Wonderland (Alice's Adventures in Wonderland #1),Â£55.53,One,In stock,Classics,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,https://books.toscrape.com/media/cache/96/ee/96ee77d71a31b7694dac6855f6affe4e.jpg
163,Sophie's World,Â£15.94,Five,In stock,Philosophy,https://books.toscrape.com/catalogue/sophies-world_966/index.html,https://books.toscrape.com/media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg
164,The Death of Humanity: and the Case for Life,Â£58.11,Four,In stock,Philosophy,https://books.toscrape.com/catalogue/the-death-of-humanity-and-the-case-for-life_932/index.html,https://books.toscrape.com/media/cache/71/df/71df730cf38c232ee58a2e407135f055.jpg
165,The Stranger,Â£17.44,Four,In stock,Philosophy,https://books.toscrape.com/catalogue/the-stranger_861/index.html,https://books.toscrape.com/media/cache/ea/04/ea0476a6f4c318ceccf5e2f2b39f2b15.jpg
166,Proofs of God: Classical Arguments from Tertullian to Barth,Â£54.21,One,In stock,Philosophy,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,https://books.toscrape.com/media/cache/3f/ef/3fef12d9da503693af12997c0ea0897f.jpg
167,Kierkegaard: A Christian Missionary to Christians,Â£47.13,One,In stock,Philosophy,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,https://books.toscrape.com/media/cache/05/ce/05ce699eaf78c0fae20308497c4f496a.jpg
168,"At The Existentialist CafÃ©: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",Â£29.93,Five,In stock,Philosophy,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,https://books.toscrape.com/media/cache/de/76/de76d5c473c358bd41c03cf710692bfb.jpg
169,Critique of Pure Reason,Â£20.75,One,In stock,Philosophy,https://books.toscrape.com/catalogue/critique-of-pure-reason_366/index.html,https://books.toscrape.com/media/cache/12/6e/126ef8f6473b81808ebbb9cff155e883.jpg
170,"Run, Spot, Run: The Ethics of Keeping Pets",Â£20.02,One,In stock,Philosophy,https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,https://books.toscrape.com/media/cache/91/e6/91e6190dcdd7d6cdeb94a82b60917ec4.jpg
171,The Nicomachean Ethics,Â£36.34,One,In stock,Philosophy,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,https://books.toscrape.com/media/cache/f0/aa/f0aa9ae0319b1d6e0706e6053020e696.jpg
172,Meditations,Â£25.89,Two,In stock,Philosophy,https://books.toscrape.com/catalogue/meditations_33/index.html,https://books.toscrape.com/media/cache/df/c9/dfc9ed72e963572d23233b3a8cb01676.jpg
173,Beyond Good and Evil,Â£43.38,One,In stock,Philosophy,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,https://books.toscrape.com/media/cache/ab/45/ab45f300aa15066ad1260d6f1398d03e.jpg
174,Chase Me (Paris Nights #2),Â£25.27,Five,In stock,Romance,https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,https://books.toscrape.com/media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg
175,Black Dust,Â£34.53,Five,In stock,Romance,https://books.toscrape.com/catalogue/black-dust_976/index.html,https://books.toscrape.com/media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg
176,Her Backup Boyfriend (The Sorensen Family #1),Â£33.97,One,In stock,Romance,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,https://books.toscrape.com/media/cache/1e/bb/1ebbbc3e2d3249b111033cfc40763b0b.jpg
177,First and First (Five Boroughs #3),Â£15.97,Four,In stock,Romance,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,https://books.toscrape.com/media/cache/c4/d1/c4d1517cc9370e292366b6132ca9ca36.jpg
178,Fifty Shades Darker (Fifty Shades #2),Â£21.96,One,In stock,Romance,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,https://books.toscrape.com/media/cache/cc/bd/ccbdae9e29b3594301528fa2c876ec29.jpg
179,The Wedding Dress,Â£24.12,One,In stock,Romance,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,https://books.toscrape.com/media/cache/28/99/28992d89f4abf54fba183fc8d074adf3.jpg
